,ID,London Borough,Date,Average Price
11888,E09000033,Westminster,2015-08-01,935637.8909
11905,E09000002,Barking & Dagenham,2015-09-01,243479.161
11906,E09000003,Barnet,2015-09-01,484486.7667
11907,E09000004,Bexley,2015-09-01,286280.8571
11908,E09000005,Brent,2015-09-01,449822.9506
11909,E09000006,Bromley,2015-09-01,393831.109
11910,E09000007,Camden,2015-09-01,833333.9165
11911,E09000008,Croydon,2015-09-01,320175.4286
11912,E09000009,Ealing,2015-09-01,453922.6484
11913,E09000010,Enfield,2015-09-01,350229.6888
11914,E09000011,Greenwich,2015-09-01,341715.8598
11915,E09000012,Hackney,2015-09-01,523695.6899
11916,E09000013,Hammersmith & Fulham,2015-09-01,779596.2282
11917,E09000014,Haringey,2015-09-01,508005.9895
11918,E09000015,Harrow,2015-09-01,424055.8128
11919,E09000016,Havering,2015-09-01,299875.0531
11920,E09000017,Hillingdon,2015-09-01,364788.6141
11921,E09000018,Hounslow,2015-09-01,365748.909
11922,E09000019,Islington,2015-09-01,657610.3755
11923,E09000020,Kensington & Chelsea,2015-09-01,1353678.564
11924,E09000021,Kingston upon Thames,2015-09-01,450684.9048
11925,E09000022,Lambeth,2015-09-01,508248.0003
11926,E09000023,Lewisham,2015-09-01,368740.8732
11927,E09000024,Merton,2015-09-01,480329.6971
11928,E09000025,Newham,2015-09-01,308542.5269
11929,E09000026,Redbridge,2015-09-01,355374.5561
11930,E09000027,Richmond upon Thames,2015-09-01,643019.0685
11931,E09000028,Southwark,2015-09-01,485698.9484
11932,E09000029,Sutton,2015-09-01,334098.652
11933,E09000030,Tower Hamlets,2015-09-01,421778.5578
11934,E09000031,Waltham Forest,2015-09-01,371423.3695
11935,E09000032,Wandsworth,2015-09-01,589801.5662
11936,E09000033,Westminster,2015-09-01,971985.2577
11953,E09000002,Barking & Dagenham,2015-10-01,243538.5716
11954,E09000003,Barnet,2015-10-01,492109.8499
11955,E09000004,Bexley,2015-10-01,286189.886
11956,E09000005,Brent,2015-10-01,461859.579
11957,E09000006,Bromley,2015-10-01,401827.0152
11958,E09000007,Camden,2015-10-01,828315.7721
11959,E09000008,Croydon,2015-10-01,323263.0946
11960,E09000009,Ealing,2015-10-01,462653.4854
11961,E09000010,Enfield,2015-10-01,353796.8716
11962,E09000011,Greenwich,2015-10-01,343039.9132
11963,E09000012,Hackney,2015-10-01,522113.0801
11964,E09000013,Hammersmith & Fulham,2015-10-01,766033.7499
11965,E09000014,Haringey,2015-10-01,514513.9553
11966,E09000015,Harrow,2015-10-01,428841.7117
11967,E09000016,Havering,2015-10-01,304680.8541
11968,E09000017,Hillingdon,2015-10-01,373029.5416
11969,E09000018,Hounslow,2015-10-01,364874.5333
11970,E09000019,Islington,2015-10-01,656969.6333
11971,E09000020,Kensington & Chelsea,2015-10-01,1268779.808
11972,E09000021,Kingston upon Thames,2015-10-01,450728.8768
11973,E09000022,Lambeth,2015-10-01,499210.9793
11974,E09000023,Lewisham,2015-10-01,370543.7559
11975,E09000024,Merton,2015-10-01,480043.9913
11976,E09000025,Newham,2015-10-01,313025.335
11977,E09000026,Redbridge,2015-10-01,363223.8436
11978,E09000027,Richmond upon Thames,2015-10-01,654907.3309
11979,E09000028,Southwark,2015-10-01,487628.7538
11980,E09000029,Sutton,2015-10-01,335502.4813
11981,E09000030,Tower Hamlets,2015-10-01,426900.6686
11982,E09000031,Waltham Forest,2015-10-01,380366.2766
11983,E09000032,Wandsworth,2015-10-01,593325.0451
11984,E09000033,Westminster,2015-10-01,963913.7691
12001,E09000002,Barking & Dagenham,2015-11-01,246955.4575
12002,E09000003,Barnet,2015-11-01,499849.9525
12003,E09000004,Bexley,2015-11-01,288718.2021
12004,E09000005,Brent,2015-11-01,455424.881
12005,E09000006,Bromley,2015-11-01,404754.4168
12006,E09000007,Camden,2015-11-01,816647.7453
12007,E09000008,Croydon,2015-11-01,326503.8956
12008,E09000009,Ealing,2015-11-01,474405.3896
12009,E09000010,Enfield,2015-11-01,355745.5963
12010,E09000011,Greenwich,2015-11-01,346944.1971
12011,E09000012,Hackney,2015-11-01,520051.7283
12012,E09000013,Hammersmith & Fulham,2015-11-01,762768.5094
12013,E09000014,Haringey,2015-11-01,521417.7687
12014,E09000015,Harrow,2015-11-01,428609.7024
12015,E09000016,Havering,2015-11-01,310576.595
12016,E09000017,Hillingdon,2015-11-01,376566.1248
12017,E09000018,Hounslow,2015-11-01,366733.9608
12018,E09000019,Islington,2015-11-01,652896.0292
12019,E09000020,Kensington & Chelsea,2015-11-01,1295077.7
12020,E09000021,Kingston upon Thames,2015-11-01,449012.7522
12021,E09000022,Lambeth,2015-11-01,487265.1919
12022,E09000023,Lewisham,2015-11-01,370216.8233
12023,E09000024,Merton,2015-11-01,489855.2742
12024,E09000025,Newham,2015-11-01,317550.4517
12025,E09000026,Redbridge,2015-11-01,368279.2944
12026,E09000027,Richmond upon Thames,2015-11-01,644455.251
12027,E09000028,Southwark,2015-11-01,485993.4209
12028,E09000029,Sutton,2015-11-01,338618.6028
12029,E09000030,Tower Hamlets,2015-11-01,440717.3681
12030,E09000031,Waltham Forest,2015-11-01,385214.364
12031,E09000032,Wandsworth,2015-11-01,592968.2818
12032,E09000033,Westminster,2015-11-01,1013362.494
12049,E09000002,Barking & Dagenham,2015-12-01,253145.3576
12050,E09000003,Barnet,2015-12-01,501292.885
12051,E09000004,Bexley,2015-12-01,295744.4332
12052,E09000005,Brent,2015-12-01,468583.6465
12053,E09000006,Bromley,2015-12-01,411123.7202
12054,E09000007,Camden,2015-12-01,796767.1498
12055,E09000008,Croydon,2015-12-01,330485.7034
12056,E09000009,Ealing,2015-12-01,475935.3957
12057,E09000010,Enfield,2015-12-01,359624.5355
12058,E09000011,Greenwich,2015-12-01,360227.697
12059,E09000012,Hackney,2015-12-01,528858.4367
12060,E09000013,Hammersmith & Fulham,2015-12-01,771959.9507
12061,E09000014,Haringey,2015-12-01,518351.7566
12062,E09000015,Harrow,2015-12-01,435863.7983
12063,E09000016,Havering,2015-12-01,314587.8322
12064,E09000017,Hillingdon,2015-12-01,380184.5467
12065,E09000018,Hounslow,2015-12-01,368802.3285
12066,E09000019,Islington,2015-12-01,638444.6521
12067,E09000020,Kensington & Chelsea,2015-12-01,1264909.351
12068,E09000021,Kingston upon Thames,2015-12-01,460578.1889
12069,E09000022,Lambeth,2015-12-01,484535.285
12070,E09000023,Lewisham,2015-12-01,374744.647
12071,E09000024,Merton,2015-12-01,490897.8502
12072,E09000025,Newham,2015-12-01,319493.4318
12073,E09000026,Redbridge,2015-12-01,369058.9645
12074,E09000027,Richmond upon Thames,2015-12-01,640645.154
12075,E09000028,Southwark,2015-12-01,488642.4555
12076,E09000029,Sutton,2015-12-01,341716.5964
12077,E09000030,Tower Hamlets,2015-12-01,444124.5321
12078,E09000031,Waltham Forest,2015-12-01,386440.7309
12079,E09000032,Wandsworth,2015-12-01,594043.7909
12080,E09000033,Westminster,2015-12-01,1013416.944
12097,E09000002,Barking & Dagenham,2016-01-01,258757.8919
12098,E09000003,Barnet,2016-01-01,512166.3092
12099,E09000004,Bexley,2016-01-01,307550.1671
12100,E09000005,Brent,2016-01-01,469515.9373
12101,E09000006,Bromley,2016-01-01,413460.181
12102,E09000007,Camden,2016-01-01,808530.5297
12103,E09000008,Croydon,2016-01-01,332811.4907
12104,E09000009,Ealing,2016-01-01,470506.9318
12105,E09000010,Enfield,2016-01-01,364188.6829
12106,E09000011,Greenwich,2016-01-01,365319.393
12107,E09000012,Hackney,2016-01-01,546501.7706
12108,E09000013,Hammersmith & Fulham,2016-01-01,770697.4229
12109,E09000014,Haringey,2016-01-01,519382.6558
12110,E09000015,Harrow,2016-01-01,437028.4377
12111,E09000016,Havering,2016-01-01,317748.6392
12112,E09000017,Hillingdon,2016-01-01,384181.4273
12113,E09000018,Hounslow,2016-01-01,375818.4093
12114,E09000019,Islington,2016-01-01,638495.7846
12115,E09000020,Kensington & Chelsea,2016-01-01,1335350.548
12116,E09000021,Kingston upon Thames,2016-01-01,465254.3218
12117,E09000022,Lambeth,2016-01-01,491178.0933
12118,E09000023,Lewisham,2016-01-01,384975.2359
12119,E09000024,Merton,2016-01-01,487335.1194
12120,E09000025,Newham,2016-01-01,325989.7137
12121,E09000026,Redbridge,2016-01-01,371307.3614
12122,E09000027,Richmond upon Thames,2016-01-01,643448.3833
12123,E09000028,Southwark,2016-01-01,495497.2577
12124,E09000029,Sutton,2016-01-01,343907.4514
12125,E09000030,Tower Hamlets,2016-01-01,458754.4853
12126,E09000031,Waltham Forest,2016-01-01,391910.981
12127,E09000032,Wandsworth,2016-01-01,596494.3376
12128,E09000033,Westminster,2016-01-01,1024446.733
12145,E09000002,Barking & Dagenham,2016-02-01,262861.018
12146,E09000003,Barnet,2016-02-01,509863.3071
12147,E09000004,Bexley,2016-02-01,315289.3816
12148,E09000005,Brent,2016-02-01,482554.9295
12149,E09000006,Bromley,2016-02-01,416896.6512
12150,E09000007,Camden,2016-02-01,827590.4437
12151,E09000008,Croydon,2016-02-01,337821.4975
12152,E09000009,Ealing,2016-02-01,471280.2669
12153,E09000010,Enfield,2016-02-01,367809.425
12154,E09000011,Greenwich,2016-02-01,365733.7977
12155,E09000012,Hackney,2016-02-01,556674.8802
12156,E09000013,Hammersmith & Fulham,2016-02-01,773192.7234
12157,E09000014,Haringey,2016-02-01,512198.0501
12158,E09000015,Harrow,2016-02-01,444319.0467
12159,E09000016,Havering,2016-02-01,323930.0364
12160,E09000017,Hillingdon,2016-02-01,390840.0268
12161,E09000018,Hounslow,2016-02-01,376990.9994
12162,E09000019,Islington,2016-02-01,628362.4388
12163,E09000020,Kensington & Chelsea,2016-02-01,1294602.595
12164,E09000021,Kingston upon Thames,2016-02-01,468323.2612
12165,E09000022,Lambeth,2016-02-01,501992.0407
12166,E09000023,Lewisham,2016-02-01,396967.6874
12167,E09000024,Merton,2016-02-01,482793.9755
12168,E09000025,Newham,2016-02-01,329608.8585
12169,E09000026,Redbridge,2016-02-01,377716.5722
12170,E09000027,Richmond upon Thames,2016-02-01,653025.3128
12171,E09000028,Southwark,2016-02-01,498894.5495
12172,E09000029,Sutton,2016-02-01,351088.1536
12173,E09000030,Tower Hamlets,2016-02-01,460405.2641
12174,E09000031,Waltham Forest,2016-02-01,404346.9905
12175,E09000032,Wandsworth,2016-02-01,593982.6586
12176,E09000033,Westminster,2016-02-01,989059.0101
12193,E09000002,Barking & Dagenham,2016-03-01,266208.9459
12194,E09000003,Barnet,2016-03-01,513342.2018
12195,E09000004,Bexley,2016-03-01,314140.4304
12196,E09000005,Brent,2016-03-01,473554.2231
12197,E09000006,Bromley,2016-03-01,418642.4073
12198,E09000007,Camden,2016-03-01,854686.0402
12199,E09000008,Croydon,2016-03-01,342037.5089
12200,E09000009,Ealing,2016-03-01,473104.9066
12201,E09000010,Enfield,2016-03-01,372205.1237
12202,E09000011,Greenwich,2016-03-01,360460.7272
12203,E09000012,Hackney,2016-03-01,566460.9423
12204,E09000013,Hammersmith & Fulham,2016-03-01,765504.5818
12205,E09000014,Haringey,2016-03-01,510397.4127
12206,E09000015,Harrow,2016-03-01,447037.8699
12207,E09000016,Havering,2016-03-01,331305.2151
12208,E09000017,Hillingdon,2016-03-01,393896.7005
12209,E09000018,Hounslow,2016-03-01,382232.2923
12210,E09000019,Islington,2016-03-01,646021.4249
12211,E09000020,Kensington & Chelsea,2016-03-01,1319174.018
12212,E09000021,Kingston upon Thames,2016-03-01,470972.1261
12213,E09000022,Lambeth,2016-03-01,512536.3468
12214,E09000023,Lewisham,2016-03-01,399893.1461
12215,E09000024,Merton,2016-03-01,495204.7932
12216,E09000025,Newham,2016-03-01,336144.0871
12217,E09000026,Redbridge,2016-03-01,388150.787
12218,E09000027,Richmond upon Thames,2016-03-01,662897.0368
12219,E09000028,Southwark,2016-03-01,513355.646
12220,E09000029,Sutton,2016-03-01,354131.3301
12221,E09000030,Tower Hamlets,2016-03-01,469410.2938
12222,E09000031,Waltham Forest,2016-03-01,411147.5704
12223,E09000032,Wandsworth,2016-03-01,602144.1041
12224,E09000033,Westminster,2016-03-01,971279.3327
12241,E09000002,Barking & Dagenham,2016-04-01,266743.6933
12242,E09000003,Barnet,2016-04-01,517408.2847
12243,E09000004,Bexley,2016-04-01,311888.6266
12244,E09000005,Brent,2016-04-01,485098.5522
12245,E09000006,Bromley,2016-04-01,422300.9495
12246,E09000007,Camden,2016-04-01,838254.4979
12247,E09000008,Croydon,2016-04-01,348189.697
12248,E09000009,Ealing,2016-04-01,477227.0033
12249,E09000010,Enfield,2016-04-01,378214.8398
12250,E09000011,Greenwich,2016-04-01,366842.7335
12251,E09000012,Hackney,2016-04-01,535302.9317
12252,E09000013,Hammersmith & Fulham,2016-04-01,778279.8332
12253,E09000014,Haringey,2016-04-01,511922.323
12254,E09000015,Harrow,2016-04-01,451488.1609
12255,E09000016,Havering,2016-04-01,333585.2573
12256,E09000017,Hillingdon,2016-04-01,394461.5368
12257,E09000018,Hounslow,2016-04-01,383043.2171
12258,E09000019,Islington,2016-04-01,640533.9962
12259,E09000020,Kensington & Chelsea,2016-04-01,1303324.298
12260,E09000021,Kingston upon Thames,2016-04-01,478030.1488
12261,E09000022,Lambeth,2016-04-01,514091.6554
12262,E09000023,Lewisham,2016-04-01,400771.9098
12263,E09000024,Merton,2016-04-01,503813.1727
12264,E09000025,Newham,2016-04-01,337626.4679
12265,E09000026,Redbridge,2016-04-01,388739.4147
12266,E09000027,Richmond upon Thames,2016-04-01,647204.8969
12267,E09000028,Southwark,2016-04-01,514788.6797
12268,E09000029,Sutton,2016-04-01,360226.0682
12269,E09000030,Tower Hamlets,2016-04-01,456739.8299
12270,E09000031,Waltham Forest,2016-04-01,410743.057
12271,E09000032,Wandsworth,2016-04-01,604127.0549
12272,E09000033,Westminster,2016-04-01,966368.8907
12289,E09000002,Barking & Dagenham,2016-05-01,268080.5368
12290,E09000003,Barnet,2016-05-01,533675.7421
12291,E09000004,Bexley,2016-05-01,314430.7484
12292,E09000005,Brent,2016-05-01,488299.2053
12293,E09000006,Bromley,2016-05-01,425209.767
12294,E09000007,Camden,2016-05-01,807400.7377
12295,E09000008,Croydon,2016-05-01,352807.7327
12296,E09000009,Ealing,2016-05-01,469889.9263
12297,E09000010,Enfield,2016-05-01,382086.3437
12298,E09000011,Greenwich,2016-05-01,376365.5602
12299,E09000012,Hackney,2016-05-01,515687.2369
12300,E09000013,Hammersmith & Fulham,2016-05-01,774019.3993
12301,E09000014,Haringey,2016-05-01,524867.6002
12302,E09000015,Harrow,2016-05-01,451185.6207
12303,E09000016,Havering,2016-05-01,337017.7777
12304,E09000017,Hillingdon,2016-05-01,397011.9369
12305,E09000018,Hounslow,2016-05-01,392697.2766
12306,E09000019,Islington,2016-05-01,645784.2818
12307,E09000020,Kensington & Chelsea,2016-05-01,1282707.874
12308,E09000021,Kingston upon Thames,2016-05-01,488827.958
12309,E09000022,Lambeth,2016-05-01,510867.4496
12310,E09000023,Lewisham,2016-05-01,404005.2963
12311,E09000024,Merton,2016-05-01,514101.0113
12312,E09000025,Newham,2016-05-01,343813.8993
12313,E09000026,Redbridge,2016-05-01,389069.1154
12314,E09000027,Richmond upon Thames,2016-05-01,654691.843
12315,E09000028,Southwark,2016-05-01,517877.5742
12316,E09000029,Sutton,2016-05-01,363180.6671
12317,E09000030,Tower Hamlets,2016-05-01,450420.8551
12318,E09000031,Waltham Forest,2016-05-01,403535.9437
12319,E09000032,Wandsworth,2016-05-01,613096.1442
12320,E09000033,Westminster,2016-05-01,1007474.23
12337,E09000002,Barking & Dagenham,2016-06-01,269318.4544
12338,E09000003,Barnet,2016-06-01,539830.2113
12339,E09000004,Bexley,2016-06-01,320635.6022
12340,E09000005,Brent,2016-06-01,493629.2379
12341,E09000006,Bromley,2016-06-01,432272.3986
12342,E09000007,Camden,2016-06-01,770905.2039
12343,E09000008,Croydon,2016-06-01,358488.4569
12344,E09000009,Ealing,2016-06-01,477207.4558
12345,E09000010,Enfield,2016-06-01,384296.6595
12346,E09000011,Greenwich,2016-06-01,380772.2331
12347,E09000012,Hackney,2016-06-01,500430.2566
12348,E09000013,Hammersmith & Fulham,2016-06-01,778275.6074
12349,E09000014,Haringey,2016-06-01,530877.5209
12350,E09000015,Harrow,2016-06-01,449361.8748
12351,E09000016,Havering,2016-06-01,339384.0298
12352,E09000017,Hillingdon,2016-06-01,401761.2195
12353,E09000018,Hounslow,2016-06-01,388954.5968
12354,E09000019,Islington,2016-06-01,632660.2882
12355,E09000020,Kensington & Chelsea,2016-06-01,1246351.504
12356,E09000021,Kingston upon Thames,2016-06-01,495559.2927
12357,E09000022,Lambeth,2016-06-01,509850.1037
12358,E09000023,Lewisham,2016-06-01,404973.5601
12359,E09000024,Merton,2016-06-01,513336.2817
12360,E09000025,Newham,2016-06-01,351367.7429
12361,E09000026,Redbridge,2016-06-01,388322.4099
12362,E09000027,Richmond upon Thames,2016-06-01,654185.6724
12363,E09000028,Southwark,2016-06-01,503827.158
12364,E09000029,Sutton,2016-06-01,369743.4832
12365,E09000030,Tower Hamlets,2016-06-01,439720.4488
12366,E09000031,Waltham Forest,2016-06-01,405638.0281
12367,E09000032,Wandsworth,2016-06-01,609995.037
12368,E09000033,Westminster,2016-06-01,1017286.203
12385,E09000002,Barking & Dagenham,2016-07-01,274242.5343
12386,E09000003,Barnet,2016-07-01,535272.2813
12387,E09000004,Bexley,2016-07-01,325380.5154
12388,E09000005,Brent,2016-07-01,494640.6856
12389,E09000006,Bromley,2016-07-01,439330.9601
12390,E09000007,Camden,2016-07-01,753956.3524
12391,E09000008,Croydon,2016-07-01,363898.4805
12392,E09000009,Ealing,2016-07-01,478452.8039
12393,E09000010,Enfield,2016-07-01,387870.0456
12394,E09000011,Greenwich,2016-07-01,379563.5484
12395,E09000012,Hackney,2016-07-01,515654.0186
12396,E09000013,Hammersmith & Fulham,2016-07-01,759728.8852
12397,E09000014,Haringey,2016-07-01,541365.5021
12398,E09000015,Harrow,2016-07-01,454259.881
12399,E09000016,Havering,2016-07-01,347875.3508
12400,E09000017,Hillingdon,2016-07-01,407913.2137
12401,E09000018,Hounslow,2016-07-01,395610.8316
12402,E09000019,Islington,2016-07-01,648906.9652
12403,E09000020,Kensington & Chelsea,2016-07-01,1229599.009
12404,E09000021,Kingston upon Thames,2016-07-01,497133.7211
12405,E09000022,Lambeth,2016-07-01,522676.1415
12406,E09000023,Lewisham,2016-07-01,410646.3908
12407,E09000024,Merton,2016-07-01,511127.7622
12408,E09000025,Newham,2016-07-01,355960.1021
12409,E09000026,Redbridge,2016-07-01,394380.9557
12410,E09000027,Richmond upon Thames,2016-07-01,677067.2938
12411,E09000028,Southwark,2016-07-01,505215.6323
12412,E09000029,Sutton,2016-07-01,373699.1104
12413,E09000030,Tower Hamlets,2016-07-01,443470.788
12414,E09000031,Waltham Forest,2016-07-01,413812.5226
12415,E09000032,Wandsworth,2016-07-01,614052.0553
12416,E09000033,Westminster,2016-07-01,1025447.654
12433,E09000002,Barking & Dagenham,2016-08-01,279483.7457
12434,E09000003,Barnet,2016-08-01,532357.9252
12435,E09000004,Bexley,2016-08-01,326877.5948
12436,E09000005,Brent,2016-08-01,489421.4344
12437,E09000006,Bromley,2016-08-01,443017.5731
12438,E09000007,Camden,2016-08-01,769511.5133
12439,E09000008,Croydon,2016-08-01,369721.8023
12440,E09000009,Ealing,2016-08-01,483847.0757
12441,E09000010,Enfield,2016-08-01,394132.176
12442,E09000011,Greenwich,2016-08-01,379423.6189
12443,E09000012,Hackney,2016-08-01,525754.5109
12444,E09000013,Hammersmith & Fulham,2016-08-01,749874.5628
12445,E09000014,Haringey,2016-08-01,531544.222
12446,E09000015,Harrow,2016-08-01,461109.2905
12447,E09000016,Havering,2016-08-01,350705.5358
12448,E09000017,Hillingdon,2016-08-01,407473.3427
12449,E09000018,Hounslow,2016-08-01,398008.0826
12450,E09000019,Islington,2016-08-01,657819.4642
12451,E09000020,Kensington & Chelsea,2016-08-01,1206813.473
12452,E09000021,Kingston upon Thames,2016-08-01,491205.2394
12453,E09000022,Lambeth,2016-08-01,529867.0955
12454,E09000023,Lewisham,2016-08-01,409737.9993
12455,E09000024,Merton,2016-08-01,509854.9004
12456,E09000025,Newham,2016-08-01,359410.4762
12457,E09000026,Redbridge,2016-08-01,399449.3596
12458,E09000027,Richmond upon Thames,2016-08-01,670081.352
12459,E09000028,Southwark,2016-08-01,508908.3273
12460,E09000029,Sutton,2016-08-01,376311.1184
12461,E09000030,Tower Hamlets,2016-08-01,449286.501
12462,E09000031,Waltham Forest,2016-08-01,415578.79
12463,E09000032,Wandsworth,2016-08-01,609803.241
12464,E09000033,Westminster,2016-08-01,986768.2492
12481,E09000002,Barking & Dagenham,2016-09-01,283653.5017
12482,E09000003,Barnet,2016-09-01,534921.1292
12483,E09000004,Bexley,2016-09-01,329408.0521
12484,E09000005,Brent,2016-09-01,499182.3752
12485,E09000006,Bromley,2016-09-01,438326.8421
12486,E09000007,Camden,2016-09-01,786865.5773
12487,E09000008,Croydon,2016-09-01,369069.4833
12488,E09000009,Ealing,2016-09-01,477486.2962
12489,E09000010,Enfield,2016-09-01,401714.3992
12490,E09000011,Greenwich,2016-09-01,378395.1666
12491,E09000012,Hackney,2016-09-01,537761.2254
12492,E09000013,Hammersmith & Fulham,2016-09-01,730645.9187
12493,E09000014,Haringey,2016-09-01,541345.7042
12494,E09000015,Harrow,2016-09-01,461613.8916
12495,E09000016,Havering,2016-09-01,356744.4798
12496,E09000017,Hillingdon,2016-09-01,405837.9419
12497,E09000018,Hounslow,2016-09-01,388795.6349
12498,E09000019,Islington,2016-09-01,647013.7336
12499,E09000020,Kensington & Chelsea,2016-09-01,1226681.28
12500,E09000021,Kingston upon Thames,2016-09-01,482733.2493
12501,E09000022,Lambeth,2016-09-01,530361.0571
12502,E09000023,Lewisham,2016-09-01,411193.7562
12503,E09000024,Merton,2016-09-01,505887.2406
12504,E09000025,Newham,2016-09-01,362357.8494
12505,E09000026,Redbridge,2016-09-01,403091.7574
12506,E09000027,Richmond upon Thames,2016-09-01,666263.0621
12507,E09000028,Southwark,2016-09-01,518429.9609
12508,E09000029,Sutton,2016-09-01,375151.8835
12509,E09000030,Tower Hamlets,2016-09-01,463713.7366
12510,E09000031,Waltham Forest,2016-09-01,416108.3003
12511,E09000032,Wandsworth,2016-09-01,612944.4116
12512,E09000033,Westminster,2016-09-01,967520.0484
12529,E09000002,Barking & Dagenham,2016-10-01,286209.9942
12530,E09000003,Barnet,2016-10-01,533792.7232
12531,E09000004,Bexley,2016-10-01,330193.7298
12532,E09000005,Brent,2016-10-01,504664.6059
12533,E09000006,Bromley,2016-10-01,430089.5745
12534,E09000007,Camden,2016-10-01,805146.4193
12535,E09000008,Croydon,2016-10-01,368082.0015
12536,E09000009,Ealing,2016-10-01,477265.7847
12537,E09000010,Enfield,2016-10-01,400662.3593
12538,E09000011,Greenwich,2016-10-01,374524.3836
12539,E09000012,Hackney,2016-10-01,546368.2903
12540,E09000013,Hammersmith & Fulham,2016-10-01,720857.4565
12541,E09000014,Haringey,2016-10-01,537787.1094
12542,E09000015,Harrow,2016-10-01,465171.772
12543,E09000016,Havering,2016-10-01,355899.5866
12544,E09000017,Hillingdon,2016-10-01,406858.7429
12545,E09000018,Hounslow,2016-10-01,384390.9191
12546,E09000019,Islington,2016-10-01,634621.4766
12547,E09000020,Kensington & Chelsea,2016-10-01,1217675.95
12548,E09000021,Kingston upon Thames,2016-10-01,484220.5978
12549,E09000022,Lambeth,2016-10-01,521629.5553
12550,E09000023,Lewisham,2016-10-01,406336.3427
12551,E09000024,Merton,2016-10-01,504287.1223
12552,E09000025,Newham,2016-10-01,359279.542
12553,E09000026,Redbridge,2016-10-01,401346.9384
12554,E09000027,Richmond upon Thames,2016-10-01,639088.3417
12555,E09000028,Southwark,2016-10-01,521833.2642
12556,E09000029,Sutton,2016-10-01,374922.8343
12557,E09000030,Tower Hamlets,2016-10-01,465361.7919
12558,E09000031,Waltham Forest,2016-10-01,420219.9453
12559,E09000032,Wandsworth,2016-10-01,617955.8771
12560,E09000033,Westminster,2016-10-01,961900.9958
12577,E09000002,Barking & Dagenham,2016-11-01,285853.4387
12578,E09000003,Barnet,2016-11-01,526421.5395
12579,E09000004,Bexley,2016-11-01,331942.7119
12580,E09000005,Brent,2016-11-01,502654.1429
12581,E09000006,Bromley,2016-11-01,427362.8268
12582,E09000007,Camden,2016-11-01,830454.508
12583,E09000008,Croydon,2016-11-01,363662.2458
12584,E09000009,Ealing,2016-11-01,475630.1694
12585,E09000010,Enfield,2016-11-01,398232.5989
12586,E09000011,Greenwich,2016-11-01,371158.4764
12587,E09000012,Hackney,2016-11-01,557601.6697
12588,E09000013,Hammersmith & Fulham,2016-11-01,723129.5098
12589,E09000014,Haringey,2016-11-01,535334.1854
12590,E09000015,Harrow,2016-11-01,459734.5973
12591,E09000016,Havering,2016-11-01,356721.1729
12592,E09000017,Hillingdon,2016-11-01,407782.3442
12593,E09000018,Hounslow,2016-11-01,379541.9879
12594,E09000019,Islington,2016-11-01,637572.6514
12595,E09000020,Kensington & Chelsea,2016-11-01,1295309.996
12596,E09000021,Kingston upon Thames,2016-11-01,486863.5229
12597,E09000022,Lambeth,2016-11-01,517640.5943
12598,E09000023,Lewisham,2016-11-01,403530.9038
12599,E09000024,Merton,2016-11-01,489174.601
12600,E09000025,Newham,2016-11-01,360641.8187
12601,E09000026,Redbridge,2016-11-01,398303.748
12602,E09000027,Richmond upon Thames,2016-11-01,639468.5981
12603,E09000028,Southwark,2016-11-01,515504.1409
12604,E09000029,Sutton,2016-11-01,371406.7809
12605,E09000030,Tower Hamlets,2016-11-01,467870.7387
12606,E09000031,Waltham Forest,2016-11-01,430892.5438
12607,E09000032,Wandsworth,2016-11-01,615152.1765
12608,E09000033,Westminster,2016-11-01,999384.1671
12625,E09000002,Barking & Dagenham,2016-12-01,285621.8776
12626,E09000003,Barnet,2016-12-01,522223.273
12627,E09000004,Bexley,2016-12-01,331024.545
12628,E09000005,Brent,2016-12-01,490417.6911
12629,E09000006,Bromley,2016-12-01,429187.3086
12630,E09000007,Camden,2016-12-01,832125.7201
12631,E09000008,Croydon,2016-12-01,363571.3149
12632,E09000009,Ealing,2016-12-01,485390.2271
12633,E09000010,Enfield,2016-12-01,394465.0119
12634,E09000011,Greenwich,2016-12-01,374293.2414
12635,E09000012,Hackney,2016-12-01,548758.424
12636,E09000013,Hammersmith & Fulham,2016-12-01,736962.6961
12637,E09000014,Haringey,2016-12-01,535097.0468
12638,E09000015,Harrow,2016-12-01,464037.2626
12639,E09000016,Havering,2016-12-01,350729.6442
12640,E09000017,Hillingdon,2016-12-01,411479.4034
12641,E09000018,Hounslow,2016-12-01,391460.2201
12642,E09000019,Islington,2016-12-01,647853.4266
12643,E09000020,Kensington & Chelsea,2016-12-01,1357230.704
12644,E09000021,Kingston upon Thames,2016-12-01,490877.9219
12645,E09000022,Lambeth,2016-12-01,512057.8169
12646,E09000023,Lewisham,2016-12-01,398752.0636
12647,E09000024,Merton,2016-12-01,486293.1179
12648,E09000025,Newham,2016-12-01,353282.0853
12649,E09000026,Redbridge,2016-12-01,402169.3405
12650,E09000027,Richmond upon Thames,2016-12-01,637708.0295
12651,E09000028,Southwark,2016-12-01,509842.9531
12652,E09000029,Sutton,2016-12-01,369868.6889
12653,E09000030,Tower Hamlets,2016-12-01,460400.4395
12654,E09000031,Waltham Forest,2016-12-01,433856.5758
12655,E09000032,Wandsworth,2016-12-01,615143.7871
12656,E09000033,Westminster,2016-12-01,1029584.834
12673,E09000002,Barking & Dagenham,2017-01-01,282441.1123
12674,E09000003,Barnet,2017-01-01,532924.483
12675,E09000004,Bexley,2017-01-01,330065.8494
